OrderDate,StockDate,OrderNumber,OrderQuantity,ProductKey,AccountKey,TerritoryKey,OrderLineItem
03.01.2024,02.11.2023,SO65136,2,479,28697,10,2
03.01.2024,12/26/2022,SO65136,1,488,28697,10,4
03.01.2024,12/24/2022,SO65136,1,561,28697,10,1
03.01.2024,12.07.2022,SO65110,1,536,23025,1,1
03.01.2024,02.01.2023,SO65092,2,538,26034,9,1
03.01.2024,12/14/2022,SO65095,2,223,24208,7,2
03.01.2024,12.02.2022,SO65095,1,581,24208,7,1
03.01.2024,01.09.2023,SO65124,2,480,11182,1,3
03.01.2024,12/16/2022,SO65124,2,528,11182,1,1
03.01.2024,1/15/2023,SO65124,1,537,11182,1,2
03.01.2024,12/22/2022,SO65147,2,223,26326,4,2
03.01.2024,02.07.2023,SO65147,1,573,26326,4,1
03.01.2024,12.09.2022,SO65150,2,223,11360,9,2
03.01.2024,2/14/2023,SO65150,1,475,11360,9,3
03.01.2024,02.07.2023,SO65150,1,589,11360,9,1
03.01.2024,01.12.2023,SO65388,3,479,23392,4,3
03.01.2024,12.03.2022,SO65388,2,477,23392,4,2
03.01.2024,11.09.2022,SO65388,1,584,23392,4,1
03.01.2024,12.06.2022,SO65395,2,477,12671,9,2
03.01.2024,12/14/2022,SO65395,2,479,12671,9,3
03.01.2024,12.11.2022,SO65395,1,220,12671,9,4
03.01.2024,11/28/2022,SO65395,1,573,12671,9,1
03.01.2024,02.06.2023,SO65380,2,466,21561,9,4
03.01.2024,1/24/2023,SO65380,2,529,21561,9,3
03.01.2024,12/18/2022,SO65380,1,373,21561,9,1
03.01.2024,1/14/2023,SO65380,1,540,21561,9,2
03.01.2024,11/16/2022,SO65372,2,477,15737,1,3
03.01.2024,12/16/2022,SO65372,2,478,15737,1,4
03.01.2024,02.06.2023,SO65372,2,480,15737,1,5
03.01.2024,12.06.2022,SO65372,2,485,15737,1,2
03.01.2024,12.05.2022,SO65372,1,360,15737,1,1
03.01.2024,11.06.2022,SO65330,2,223,12548,8,4
03.01.2024,02.04.2023,SO65330,2,478,12548,8,2
03.01.2024,11/24/2022,SO65330,1,360,12548,8,1
03.01.2024,1/14/2023,SO65330,1,477,12548,8,3
03.01.2024,12/28/2022,SO65365,2,529,19489,7,1
03.01.2024,1/24/2023,SO65365,1,220,19489,7,2
03.01.2024,11.02.2022,SO65349,2,477,21786,4,2
03.01.2024,02.10.2023,SO65349,2,478,21786,4,1
03.01.2024,12/21/2022,SO65349,1,226,21786,4,4
03.01.2024,12.11.2022,SO65349,1,487,21786,4,3
03.01.2024,11/23/2022,SO65356,2,528,19757,6,1
03.01.2024,11/22/2022,SO65354,2,528,16217,1,1
03.01.2024,11/24/2022,SO65354,1,483,16217,1,2
03.01.2024,01.09.2023,SO65389,1,381,24189,10,1
03.01.2024,12.01.2022,SO65389,1,488,24189,10,2
03.01.2024,12/15/2022,SO65359,2,485,12744,10,1
03.01.2024,11/20/2022,SO65359,1,235,12744,10,2
03.01.2024,12/27/2022,SO65367,2,530,11566,7,1
03.01.2024,11/21/2022,SO65367,1,214,11566,7,2
03.01.2024,11/15/2022,SO65339,1,214,22504,10,2
03.01.2024,12.02.2022,SO65339,1,581,22504,10,1
03.01.2024,2/15/2023,SO65342,2,530,13707,6,2
03.01.2024,1/30/2023,SO65342,2,541,13707,6,1
03.01.2024,12.04.2022,SO65364,2,530,12593,10,2
03.01.2024,11/26/2022,SO65364,2,541,12593,10,1
03.01.2024,12/27/2022,SO65348,3,223,15008,6,3
03.01.2024,02.11.2023,SO65348,2,477,15008,6,2
03.01.2024,1/31/2023,SO65348,2,478,15008,6,1
03.01.2024,2/15/2023,SO65355,1,220,22026,6,2
03.01.2024,11/17/2022,SO65355,1,528,22026,6,1
03.01.2024,02.02.2023,SO65337,2,478,18160,10,2
03.01.2024,11/27/2022,SO65337,1,220,18160,10,3
03.01.2024,11/28/2022,SO65337,1,358,18160,10,1
03.01.2024,12/29/2022,SO65326,1,220,22452,10,2
03.01.2024,1/15/2023,SO65326,1,580,22452,10,1
03.01.2024,12/24/2022,SO65366,2,530,28887,8,1
03.01.2024,1/17/2023,SO65366,1,220,28887,8,2
03.01.2024,12/17/2022,SO65377,1,489,21228,9,2
03.01.2024,01.05.2023,SO65377,1,580,21228,9,1
03.01.2024,1/27/2023,SO65360,3,529,19249,8,2
03.01.2024,2/14/2023,SO65360,2,539,19249,8,1
03.01.2024,12.08.2022,SO65360,1,214,19249,8,3
03.01.2024,01.12.2023,SO65344,2,223,15402,6,2
03.01.2024,1/19/2023,SO65344,1,540,15402,6,1
03.01.2024,11/18/2022,SO65361,2,539,16439,7,1
03.01.2024,01.10.2023,SO65383,1,360,14287,9,1
03.01.2024,02.05.2023,SO65383,1,487,14287,9,2
03.01.2024,2/14/2023,SO65347,2,529,24642,1,2
03.01.2024,2/13/2023,SO65347,1,480,24642,1,3
03.01.2024,12.08.2022,SO65347,1,540,24642,1,1
03.01.2024,2/15/2023,SO65343,2,464,27457,1,3
03.01.2024,1/20/2023,SO65343,2,530,27457,1,1
03.01.2024,1/22/2023,SO65343,2,541,27457,1,2
03.01.2024,1/30/2023,SO65391,2,462,24025,8,4
03.01.2024,1/31/2023,SO65391,2,477,24025,8,3
03.01.2024,12/15/2022,SO65391,2,479,24025,8,2
03.01.2024,12/23/2022,SO65391,1,606,24025,8,1
03.01.2024,01.03.2023,SO65385,1,215,26642,1,2
03.01.2024,12/18/2022,SO65385,1,563,26642,1,1
03.01.2024,11/24/2022,SO65328,1,220,22502,10,2
03.01.2024,01.05.2023,SO65328,1,582,22502,10,1
03.01.2024,02.05.2023,SO65371,2,480,17403,6,2
03.01.2024,01.11.2023,SO65371,1,354,17403,6,1
03.01.2024,12/25/2022,SO65370,2,481,15899,4,3
03.01.2024,01.02.2023,SO65370,2,485,15899,4,2
03.01.2024,12/20/2022,SO65370,1,356,15899,4,1
03.01.2024,11.12.2022,SO65358,2,485,18756,6,2
03.01.2024,11/27/2022,SO65358,1,472,18756,6,1
03.01.2024,12/25/2022,SO65379,1,385,26167,9,1
03.01.2024,12.09.2022,SO65357,2,485,13740,1,1
03.01.2024,02.03.2023,SO65357,1,220,13740,1,2
03.01.2024,11.12.2022,SO65373,1,358,16007,1,1
03.01.2024,12.11.2022,SO65373,1,537,16007,1,2
03.01.2024,02.08.2023,SO65362,2,480,25755,10,2
03.01.2024,11/23/2022,SO65362,2,529,25755,10,1
03.01.2024,1/14/2023,SO65394,1,576,12353,9,1
03.01.2024,1/18/2023,SO65381,3,480,14262,9,3
03.01.2024,11.05.2022,SO65381,1,352,14262,9,1
03.01.2024,1/19/2023,SO65381,1,537,14262,9,2
03.01.2024,02.10.2023,SO65340,1,530,27039,4,1
03.01.2024,02.01.2023,SO65345,3,466,26244,1,2
03.01.2024,12/15/2022,SO65345,2,535,26244,1,1
03.01.2024,11.09.2022,SO65335,1,483,13628,9,1
03.01.2024,02.06.2023,SO65374,1,356,15949,4,1
03.01.2024,2/15/2023,SO65374,1,487,15949,4,2
03.01.2024,1/26/2023,SO65341,1,540,16213,6,1
03.01.2024,11.09.2022,SO65387,2,538,23399,4,2
03.01.2024,1/22/2023,SO65387,1,606,23399,4,1
03.01.2024,12.03.2022,SO65369,2,485,15878,6,1
03.01.2024,1/15/2023,SO65369,1,487,15878,6,2
03.01.2024,01.01.2023,SO65350,2,477,18402,1,1
03.01.2024,1/21/2023,SO65333,2,223,22002,9,1
03.01.2024,11.10.2022,SO65333,1,474,22002,9,2
03.01.2024,11/24/2022,SO65331,1,215,23563,9,2
03.01.2024,01.08.2023,SO65331,1,485,23563,9,1
03.01.2024,12/21/2022,SO65329,3,480,17225,10,2
03.01.2024,12/29/2022,SO65329,1,352,17225,10,1
03.01.2024,11.07.2022,SO65332,2,223,24473,9,1
03.01.2024,02.12.2023,SO65332,2,477,24473,9,2
03.01.2024,11.02.2022,SO65352,2,223,18087,4,1
03.01.2024,12.07.2022,SO65352,2,477,18087,4,2
03.01.2024,12/13/2022,SO65384,1,490,26610,4,2
03.01.2024,02.02.2023,SO65384,1,576,26610,4,1
03.01.2024,1/27/2023,SO65382,3,478,14276,9,2
03.01.2024,11/13/2022,SO65382,2,462,14276,9,5
03.01.2024,1/16/2023,SO65382,2,477,14276,9,3
03.01.2024,11.10.2022,SO65382,1,214,14276,9,4
03.01.2024,12.05.2022,SO65382,1,356,14276,9,1
03.01.2024,11.07.2022,SO65325,1,214,24709,7,2
03.01.2024,1/13/2023,SO65325,1,582,24709,7,1
03.01.2024,02.11.2023,SO65351,2,477,13491,6,1
03.01.2024,12/13/2022,SO65351,1,215,13491,6,2
03.01.2024,11/27/2022,SO65392,3,479,26038,8,2
03.01.2024,11/30/2022,SO65392,2,477,26038,8,3
03.01.2024,12.06.2022,SO65392,1,229,26038,8,5
03.01.2024,12.03.2022,SO65392,1,487,26038,8,4
03.01.2024,02.04.2023,SO65392,1,576,26038,8,1
03.01.2024,11.06.2022,SO65346,2,464,24416,1,4
03.01.2024,02.06.2023,SO65346,2,529,24416,1,2
03.01.2024,12/16/2022,SO65346,1,220,24416,1,3
03.01.2024,12.08.2022,SO65346,1,540,24416,1,1
03.01.2024,11.11.2022,SO65368,3,530,25688,7,2
03.01.2024,11.04.2022,SO65368,2,541,25688,7,1
03.01.2024,12.05.2022,SO65368,1,214,25688,7,3
03.01.2024,12/17/2022,SO65376,1,582,21195,9,1
03.01.2024,12/15/2022,SO65363,3,530,12601,10,2
03.01.2024,01.07.2023,SO65363,2,477,12601,10,4
03.01.2024,11.11.2022,SO65363,2,479,12601,10,3
03.01.2024,11.09.2022,SO65363,2,484,12601,10,5
03.01.2024,12/23/2022,SO65363,2,541,12601,10,1
03.01.2024,02.07.2023,SO65336,2,480,16674,9,3
03.01.2024,12/19/2022,SO65336,2,529,16674,9,2
03.01.2024,12.01.2022,SO65336,1,540,16674,9,1
03.01.2024,12.04.2022,SO65324,1,215,25658,8,2
03.01.2024,02.11.2023,SO65324,1,582,25658,8,1
03.01.2024,12.05.2022,SO65393,1,214,28704,10,2
03.01.2024,02.12.2023,SO65393,1,574,28704,10,1
03.01.2024,12/26/2022,SO65353,2,223,19656,4,1
03.01.2024,11.02.2022,SO65353,2,477,19656,4,2
03.01.2024,1/26/2023,SO65390,1,387,24202,10,1
03.01.2024,1/28/2023,SO65338,1,373,22647,7,1
03.01.2024,11.10.2022,SO65338,1,483,22647,7,2
03.01.2024,11.03.2022,SO65375,3,466,15044,9,4
03.01.2024,11/23/2022,SO65375,2,529,15044,9,3
03.01.2024,01.07.2023,SO65375,2,539,15044,9,2
03.01.2024,11/13/2022,SO65375,1,583,15044,9,1
03.01.2024,12/27/2022,SO65334,3,478,29320,9,1
03.01.2024,02.07.2023,SO65334,2,477,29320,9,2
03.01.2024,11/15/2022,SO65334,2,482,29320,9,3
03.01.2024,12/25/2022,SO65327,1,580,22427,10,1
03.01.2024,11/27/2022,SO65386,2,529,23382,4,3
03.01.2024,12/31/2022,SO65386,2,538,23382,4,2
03.01.2024,11/17/2022,SO65386,1,215,23382,4,4
03.01.2024,12/21/2022,SO65386,1,606,23382,4,1
03.02.2024,11.11.2022,SO65421,2,481,14250,4,2
03.02.2024,01.08.2023,SO65421,2,485,14250,4,1
03.02.2024,1/19/2023,SO65411,2,536,23030,1,1
03.02.2024,12.01.2022,SO65443,1,214,18276,9,2
03.02.2024,12/22/2022,SO65443,1,229,18276,9,3
03.02.2024,12/23/2022,SO65443,1,375,18276,9,1
03.02.2024,12/22/2022,SO65403,1,226,14674,9,1
03.02.2024,11/23/2022,SO65410,2,466,13318,6,3
03.02.2024,01.07.2023,SO65410,2,530,13318,6,2
03.02.2024,02.04.2023,SO65410,2,541,13318,6,1
03.02.2024,01.05.2023,SO65448,1,383,20007,6,1
03.02.2024,01.05.2023,SO65422,2,223,21547,10,4
03.02.2024,1/17/2023,SO65422,2,529,21547,10,2
03.02.2024,11/24/2022,SO65422,2,539,21547,10,1
03.02.2024,02.01.2023,SO65422,1,220,21547,10,3
03.02.2024,1/17/2023,SO65412,2,536,23149,4,1
03.02.2024,12/31/2022,SO65412,1,480,23149,4,2
03.02.2024,12/17/2022,SO65407,2,481,29218,1,3
03.02.2024,11/28/2022,SO65407,2,529,29218,1,1
03.02.2024,12/29/2022,SO65407,2,539,29218,1,2
03.02.2024,12/23/2022,SO65406,2,223,12982,4,1
03.02.2024,1/25/2023,SO65427,2,480,20810,7,2
03.02.2024,12/22/2022,SO65427,2,529,20810,7,1
03.02.2024,01.05.2023,SO65415,1,471,18989,4,2
03.02.2024,11/28/2022,SO65415,1,475,18989,4,1
03.02.2024,12/25/2022,SO65439,2,479,24241,9,3
03.02.2024,11/16/2022,SO65439,1,477,24241,9,2
03.02.2024,01.10.2023,SO65439,1,606,24241,9,1
03.02.2024,02.09.2023,SO65447,1,226,21343,4,2
03.02.2024,1/19/2023,SO65447,1,383,21343,4,1
03.02.2024,1/14/2023,SO65433,3,478,15944,1,3
03.02.2024,11.07.2022,SO65433,2,477,15944,1,4
03.02.2024,12.07.2022,SO65433,2,485,15944,1,2
03.02.2024,1/13/2023,SO65433,1,360,15944,1,1
03.02.2024,1/27/2023,SO65433,1,483,15944,1,5
03.02.2024,1/28/2023,SO65449,1,220,20858,7,2
03.02.2024,11/23/2022,SO65449,1,389,20858,7,1
03.02.2024,12.11.2022,SO65429,3,529,20964,7,1
03.02.2024,11.08.2022,SO65429,1,214,20964,7,2
03.02.2024,12/17/2022,SO65430,3,485,13191,4,1
03.02.2024,02.07.2023,SO65430,2,462,13191,4,2
03.02.2024,02.02.2023,SO65445,1,215,26534,4,2
03.02.2024,11.07.2022,SO65445,1,573,26534,4,1
03.02.2024,01.04.2023,SO65416,2,477,17607,4,1
03.02.2024,1/13/2023,SO65416,1,226,17607,4,2
03.02.2024,12.11.2022,SO65413,1,229,19700,4,2
03.02.2024,11/24/2022,SO65413,1,476,19700,4,1
03.02.2024,1/15/2023,SO65431,2,480,15739,4,3
03.02.2024,11.10.2022,SO65431,1,354,15739,4,1
03.02.2024,11.03.2022,SO65431,1,537,15739,4,2
03.02.2024,02.03.2023,SO65441,1,584,24177,9,1
03.02.2024,12/22/2022,SO65408,2,539,11223,6,1
03.02.2024,11/18/2022,SO65408,1,480,11223,6,2
03.02.2024,02.01.2023,SO65398,2,535,13157,9,1
03.02.2024,12/27/2022,SO65397,2,223,26398,10,5
03.02.2024,1/26/2023,SO65397,2,477,26398,10,3
03.02.2024,2/15/2023,SO65397,2,479,26398,10,2
03.02.2024,02.09.2023,SO65397,1,214,26398,10,4
03.02.2024,12.06.2022,SO65397,1,582,26398,10,1
03.02.2024,12.02.2022,SO65414,2,223,20754,4,1
03.02.2024,12/23/2022,SO65414,1,476,20754,4,2
03.02.2024,2/14/2023,SO65409,2,539,14332,6,1
03.02.2024,12/26/2022,SO65401,1,474,26425,9,1
03.02.2024,02.07.2023,SO65451,2,223,11488,10,2
03.02.2024,01.08.2023,SO65451,1,561,11488,10,1
03.02.2024,11/24/2022,SO65426,2,477,21043,8,1
03.02.2024,11.06.2022,SO65426,1,215,21043,8,2
03.02.2024,11/15/2022,SO65428,2,477,24151,10,1
03.02.2024,12.05.2022,SO65428,1,491,24151,10,2
03.02.2024,11.04.2022,SO65446,2,477,26727,1,2
03.02.2024,12.06.2022,SO65446,1,220,26727,1,4
03.02.2024,12.01.2022,SO65446,1,479,26727,1,3
03.02.2024,1/18/2023,SO65446,1,561,26727,1,1
03.02.2024,12/17/2022,SO65396,1,474,11363,9,2
03.02.2024,1/31/2023,SO65396,1,488,11363,9,3
03.02.2024,12.07.2022,SO65396,1,588,11363,9,1
03.02.2024,02.06.2023,SO65399,2,539,15153,9,1
03.02.2024,01.07.2023,SO65402,3,479,15025,9,2
03.02.2024,01.11.2023,SO65402,2,477,15025,9,3
03.02.2024,1/28/2023,SO65402,2,530,15025,9,1
03.02.2024,2/13/2023,SO65402,1,214,15025,9,4
03.02.2024,1/18/2023,SO65402,1,226,15025,9,5
03.02.2024,12.11.2022,SO65440,2,477,24169,9,3
03.02.2024,12.08.2022,SO65440,2,479,24169,9,2
03.02.2024,1/24/2023,SO65440,1,584,24169,9,1
03.02.2024,12/25/2022,SO65424,2,482,13816,10,3
03.02.2024,12/25/2022,SO65424,1,529,13816,10,2
03.02.2024,1/23/2023,SO65424,1,540,13816,10,1
03.02.2024,11/29/2022,SO65417,2,480,15947,4,2
03.02.2024,1/22/2023,SO65417,2,528,15947,4,1
03.02.2024,02.06.2023,SO65405,2,529,22433,10,2
03.02.2024,11.03.2022,SO65405,2,539,22433,10,3
03.02.2024,11/14/2022,SO65405,1,214,22433,10,4
03.02.2024,1/20/2023,SO65405,1,580,22433,10,1
03.02.2024,11/19/2022,SO65420,2,528,15966,1,1
03.02.2024,1/22/2023,SO65450,2,477,27789,10,3
03.02.2024,1/20/2023,SO65450,2,479,27789,10,2
03.02.2024,1/21/2023,SO65450,1,584,27789,10,1
03.02.2024,12.05.2022,SO65437,1,381,17911,9,1
03.02.2024,12.08.2022,SO65435,2,223,25619,7,3
03.02.2024,02.01.2023,SO65435,1,235,25619,7,2
03.02.2024,1/31/2023,SO65435,1,579,25619,7,1
03.02.2024,12/18/2022,SO65425,3,529,23916,8,1
03.02.2024,12/20/2022,SO65400,1,485,18261,9,1
03.02.2024,02.10.2023,SO65400,1,487,18261,9,2
03.02.2024,12/17/2022,SO65442,1,356,14322,9,1
03.02.2024,12/14/2022,SO65423,2,223,13300,1,3
03.02.2024,1/25/2023,SO65423,2,477,13300,1,4
03.02.2024,12.10.2022,SO65423,2,485,13300,1,1
03.02.2024,11.09.2022,SO65423,1,478,13300,1,2
03.02.2024,12.04.2022,SO65436,2,462,25829,9,3
03.02.2024,12.06.2022,SO65436,1,235,25829,9,2
03.02.2024,01.06.2023,SO65436,1,385,25829,9,1
03.02.2024,2/14/2023,SO65434,2,477,27159,7,2
03.02.2024,12.04.2022,SO65434,2,479,27159,7,3
03.02.2024,1/28/2023,SO65434,1,214,27159,7,4
03.02.2024,12.11.2022,SO65434,1,569,27159,7,1
03.02.2024,2/13/2023,SO65438,1,604,29182,9,1
03.03.2024,1/15/2023,SO65455,2,223,18171,8,3
03.03.2024,01.08.2023,SO65455,2,477,18171,8,4
03.03.2024,12/31/2022,SO65455,1,362,18171,8,1
03.03.2024,11/30/2022,SO65455,1,478,18171,8,2
03.03.2024,12.11.2022,SO65473,3,477,13423,6,2
03.03.2024,2/17/2023,SO65473,3,478,13423,6,1
03.03.2024,11/23/2022,SO65473,1,226,13423,6,4
03.03.2024,1/19/2023,SO65473,1,487,13423,6,3
03.03.2024,2/14/2023,SO65472,3,536,23133,4,2
03.03.2024,12/22/2022,SO65472,1,220,23133,4,3
03.03.2024,1/15/2023,SO65472,1,528,23133,4,1
03.03.2024,2/16/2023,SO65463,2,478,17972,10,2
03.03.2024,12/19/2022,SO65463,1,214,17972,10,3
03.03.2024,11.06.2022,SO65463,1,594,17972,10,1
03.03.2024,12/25/2022,SO65461,2,529,16621,9,1
03.03.2024,11/14/2022,SO65461,1,540,16621,9,2
03.03.2024,1/27/2023,SO65486,3,485,13240,4,1
03.03.2024,12.09.2022,SO65456,3,484,12138,1,1
03.03.2024,12/29/2022,SO65496,2,480,14323,9,4
03.03.2024,12/27/2022,SO65496,2,485,14323,9,3
03.03.2024,2/14/2023,SO65496,1,354,14323,9,1
03.03.2024,12.01.2022,SO65496,1,537,14323,9,2
03.03.2024,01.09.2023,SO65495,1,220,17917,9,2
03.03.2024,12/27/2022,SO65495,1,383,17917,9,1
03.03.2024,12/13/2022,SO65467,2,480,25260,1,2
03.03.2024,1/30/2023,SO65467,1,540,25260,1,1
03.03.2024,11/19/2022,SO65470,3,481,11711,6,3
03.03.2024,1/20/2023,SO65470,3,528,11711,6,2
03.03.2024,02.10.2023,SO65470,2,535,11711,6,1
03.03.2024,01.02.2023,SO65471,3,529,11711,6,1
03.03.2024,02.01.2023,SO65471,1,462,11711,6,3
03.03.2024,01.08.2023,SO65471,1,540,11711,6,2
03.03.2024,12/21/2022,SO65476,2,477,16994,4,1
03.03.2024,01.04.2023,SO65476,1,214,16994,4,2
03.03.2024,12/25/2022,SO65464,2,485,22679,8,2
03.03.2024,12/13/2022,SO65464,1,229,22679,8,3
03.03.2024,1/30/2023,SO65464,1,597,22679,8,1
03.03.2024,11/21/2022,SO65460,3,479,11079,9,2
03.03.2024,11/24/2022,SO65460,2,223,11079,9,3
03.03.2024,1/24/2023,SO65460,2,477,11079,9,1
03.03.2024,11/23/2022,SO65483,3,480,25806,7,2
03.03.2024,2/16/2023,SO65483,3,538,25806,7,1
03.03.2024,11.06.2022,SO65500,2,477,26728,4,3
03.03.2024,12.02.2022,SO65500,2,479,26728,4,2
03.03.2024,11/24/2022,SO65500,2,484,26728,4,4
03.03.2024,12.02.2022,SO65500,1,563,26728,4,1
03.03.2024,12.06.2022,SO65475,1,476,18997,1,1
03.03.2024,02.03.2023,SO65488,1,480,12414,1,2
03.03.2024,12/13/2022,SO65488,1,537,12414,1,1
03.03.2024,1/26/2023,SO65489,1,214,14738,4,2
03.03.2024,11.06.2022,SO65489,1,588,14738,4,1
03.03.2024,11.10.2022,SO65479,2,485,17223,7,1
03.03.2024,12/31/2022,SO65484,2,530,17835,10,1
03.03.2024,12/29/2022,SO65499,3,477,22373,6,3
03.03.2024,12/29/2022,SO65499,2,479,22373,6,2
03.03.2024,12.09.2022,SO65499,1,564,22373,6,1
03.03.2024,11/18/2022,SO65493,1,214,27134,7,2
03.03.2024,12.08.2022,SO65493,1,567,27134,7,1
03.03.2024,1/27/2023,SO65497,1,489,12573,9,2
03.03.2024,12/15/2022,SO65497,1,595,12573,9,1
03.03.2024,12/29/2022,SO65457,2,536,20604,9,1
03.03.2024,1/29/2023,SO65457,1,473,20604,9,2
03.03.2024,1/24/2023,SO65492,2,485,15992,4,2
03.03.2024,01.08.2023,SO65492,1,352,15992,4,1
03.03.2024,11/26/2022,SO65492,1,477,15992,4,4
03.03.2024,12/15/2022,SO65492,1,478,15992,4,3
03.03.2024,2/13/2023,SO65492,1,487,15992,4,5
03.03.2024,02.11.2023,SO65501,2,477,23372,1,3
03.03.2024,11/18/2022,SO65501,2,479,23372,1,2
03.03.2024,1/16/2023,SO65501,1,584,23372,1,1
03.03.2024,11/27/2022,SO65487,2,528,14480,6,2
03.03.2024,2/16/2023,SO65487,1,214,14480,6,3
03.03.2024,12/13/2022,SO65487,1,537,14480,6,1
03.03.2024,11/26/2022,SO65477,2,223,11740,6,2
03.03.2024,11/18/2022,SO65477,2,477,11740,6,1
03.03.2024,02.02.2023,SO65477,1,229,11740,6,3
03.03.2024,11/24/2022,SO65465,2,480,11262,6,2
03.03.2024,11/19/2022,SO65465,2,484,11262,6,3
03.03.2024,01.10.2023,SO65465,2,535,11262,6,1
03.03.2024,2/17/2023,SO65452,2,477,22429,10,2
03.03.2024,11/14/2022,SO65452,1,223,22429,10,5
03.03.2024,01.02.2023,SO65452,1,479,22429,10,3
03.03.2024,12/17/2022,SO65452,1,489,22429,10,4
03.03.2024,02.06.2023,SO65452,1,581,22429,10,1
03.03.2024,02.11.2023,SO65503,3,466,13697,8,2
03.03.2024,12.05.2022,SO65503,1,604,13697,8,1
03.03.2024,12/14/2022,SO65454,2,462,17945,8,2
03.03.2024,11.12.2022,SO65454,1,488,17945,8,3
03.03.2024,01.04.2023,SO65454,1,582,17945,8,1
03.03.2024,12/18/2022,SO65459,2,464,27708,9,2
03.03.2024,11/30/2022,SO65459,2,530,27708,9,1
03.03.2024,12/17/2022,SO65459,1,215,27708,9,3
03.03.2024,11/19/2022,SO65468,1,229,24767,1,3
03.03.2024,11/20/2022,SO65468,1,529,24767,1,1
03.03.2024,02.01.2023,SO65468,1,540,24767,1,2
03.03.2024,12/23/2022,SO65466,2,530,12880,6,2
03.03.2024,11/28/2022,SO65466,2,541,12880,6,1
03.03.2024,12.07.2022,SO65480,2,223,19281,7,3
03.03.2024,11.11.2022,SO65480,2,477,19281,7,1
03.03.2024,12.01.2022,SO65480,1,491,19281,7,2
03.03.2024,02.08.2023,SO65458,2,528,21880,9,1
03.03.2024,11/18/2022,SO65458,1,537,21880,9,2
03.03.2024,2/14/2023,SO65481,2,529,23952,8,1
03.03.2024,02.10.2023,SO65481,1,214,23952,8,2
03.03.2024,01.03.2023,SO65498,1,214,26602,4,2
03.03.2024,11/25/2022,SO65498,1,563,26602,4,1
03.03.2024,12/18/2022,SO65478,1,214,15408,4,2
03.03.2024,02.01.2023,SO65478,1,528,15408,4,1
03.03.2024,1/25/2023,SO65490,1,215,12901,1,2
03.03.2024,1/27/2023,SO65490,1,360,12901,1,1
03.03.2024,02.04.2023,SO65490,1,481,12901,1,3
03.03.2024,12/28/2022,SO65494,1,583,21206,9,1
03.03.2024,2/16/2023,SO65502,1,214,23161,4,2
03.03.2024,11.10.2022,SO65502,1,604,23161,4,1
03.03.2024,1/30/2023,SO65462,2,529,14203,7,3
03.03.2024,12.04.2022,SO65462,1,375,14203,7,1
03.03.2024,11/17/2022,SO65462,1,540,14203,7,2
03.03.2024,11/20/2022,SO65482,2,477,21853,8,1
03.03.2024,11/27/2022,SO65482,1,220,21853,8,2
03.03.2024,1/20/2023,SO65482,1,226,21853,8,3
03.03.2024,01.01.2023,SO65485,2,528,11785,1,2
03.03.2024,1/13/2023,SO65485,1,537,11785,1,1
03.03.2024,1/16/2023,SO65474,1,215,18235,4,2
03.03.2024,02.05.2023,SO65474,1,477,18235,4,1
03.03.2024,02.07.2023,SO65453,1,491,25635,8,2
03.03.2024,02.12.2023,SO65453,1,580,25635,8,1
03.03.2024,12.07.2022,SO65469,3,529,24439,1,1
03.03.2024,01.06.2023,SO65469,1,214,24439,1,3
03.03.2024,1/26/2023,SO65469,1,540,24439,1,2
03.04.2024,1/13/2023,SO65550,3,477,26694,1,2
03.04.2024,1/15/2023,SO65550,2,223,26694,1,4
03.04.2024,11.12.2022,SO65550,2,479,26694,1,3
03.04.2024,1/31/2023,SO65550,1,573,26694,1,1
03.04.2024,12.02.2022,SO65513,1,214,27683,1,2
03.04.2024,1/30/2023,SO65513,1,529,27683,1,1
03.04.2024,11.10.2022,SO65545,1,387,25958,9,1
03.04.2024,11/30/2022,SO65504,1,214,17248,9,2
03.04.2024,2/14/2023,SO65504,1,587,17248,9,1
03.04.2024,02.08.2023,SO65553,2,477,21152,4,2
03.04.2024,11/18/2022,SO65553,1,389,21152,4,1
03.04.2024,11.12.2022,SO65553,1,479,21152,4,3
03.04.2024,12/13/2022,SO65522,3,477,17863,4,1
03.04.2024,12/22/2022,SO65522,2,484,17863,4,3
03.04.2024,01.02.2023,SO65522,1,487,17863,4,2
03.04.2024,02.04.2023,SO65531,2,480,21125,7,3
03.04.2024,11.06.2022,SO65531,2,529,21125,7,2
03.04.2024,02.06.2023,SO65531,1,538,21125,7,1
03.04.2024,11.06.2022,SO65532,3,530,12652,10,2
03.04.2024,11/16/2022,SO65532,2,223,12652,10,5
03.04.2024,12.07.2022,SO65532,2,541,12652,10,1
03.04.2024,11.08.2022,SO65532,1,214,12652,10,4
03.04.2024,12/25/2022,SO65532,1,487,12652,10,3
03.04.2024,12/31/2022,SO65507,2,480,28139,9,2
03.04.2024,12/13/2022,SO65507,2,530,28139,9,1
03.04.2024,11/18/2022,SO65507,1,483,28139,9,3
03.04.2024,11.10.2022,SO65557,1,214,11237,8,2
03.04.2024,12/25/2022,SO65557,1,575,11237,8,1
03.04.2024,12/19/2022,SO65555,1,215,18108,4,2
03.04.2024,12/15/2022,SO65555,1,582,18108,4,1
03.04.2024,12/13/2022,SO65536,2,530,27334,7,1
03.04.2024,11/25/2022,SO65512,2,485,15067,7,2
